"u_id","u_gender","u_age","u_weekly_utilisation","u_sub_utilisation","u_format_pref","u_genre_pref","u_rating_given","u_other_sub","u_plan","u_occupation","treat","y","tau_xgb","tau_interlogit","tau_hcf"
2160,1,3,2.85715251076841,0.883085969813549,1,3,4.50547264742903,0,1,2,0,1,-5.18241431564093e-05,9.22507479478307e-05,0.000918337909335352
2162,1,2,3.43023978995699,0.767243164123613,3,1,3.73508294183186,0,0,2,0,1,0.00122558845032472,0.000524310785491644,0.00358941066068307
2171,1,2,2.84290360945462,0.870129474332389,1,7,3.67387472469907,1,1,2,1,1,0.000194263491721358,0.000668710730100552,0.000315621880497916
2172,3,3,2.36586708838748,0.447551538247678,2,5,2.40269549479342,0,1,2,1,1,0.21104072034359,0.433265695225696,0.10665184716826
2178,1,3,2.28020443875167,0.90006187456958,3,6,2.58967977688153,1,0,3,1,1,0.00764048838755116,0.0150813136286946,0.0182880746423038
2185,1,2,2.73160404178334,0.155804457781592,1,5,2.98613836500873,0,0,4,1,1,0.464579053223133,0.446070127633286,0.374885817564969
2187,2,2,2.0800644189092,0.551353298626172,2,4,3.569339527521,1,1,3,0,1,0.0265358174219728,0.0294909481510923,0.123813790609322
2188,2,2,1.11038215311277,0.326909676535902,1,5,3.81736492376592,1,0,2,1,0,0.670171320438385,0.617751003731106,0.356517409286182
2189,2,3,1.12690843660199,0.665908651938724,2,3,4.34615585283594,0,0,3,0,0,0.519696243107319,0.329750569616622,0.20416105997243
2191,2,3,3.2563887899257,0.886676364714809,1,7,3.5205737076712,0,0,4,1,1,0.000140122465381864,0.000519698746123454,-0.00117829593494245
2192,1,2,1.96868665079338,0.727708886367649,2,1,4.41260387543739,0,1,2,0,1,0.0047092282329686,0.00283219462569462,0.0174445683771656
2197,2,4,1.56297125942514,0.598467069495978,1,6,4.16679503356458,0,0,3,0,1,0.414214733988047,0.363465475436553,0.197306793367693
2201,1,3,2.34421831733603,0.742803482441456,3,1,4.50385554804972,0,1,2,1,1,0.00343609665287659,0.00262422973511323,0.00898082446308498
2202,2,6,3.69547322168718,0.49784895017419,1,5,4.4475285706313,1,0,3,1,1,0.043595103546977,0.0353597486448245,0.0797082540080655
2203,2,2,0.835139484791492,0.551941892791594,1,3,1.89010799643673,1,0,4,0,1,0.0520827174186707,0.408954037255767,0.295012914517519
2205,3,2,2.78829927995129,0.537747324617603,2,4,4.12823970372217,1,0,3,1,1,0.0168137400178239,0.0221597816432983,0.0848428838944832
2206,2,3,2.24414191976406,0.505314385193636,2,2,3.25620350933201,0,0,2,0,0,0.335656434297562,0.436150946849431,0.193830258474697
2207,2,3,2.97177668434801,0.447580176913626,1,1,3.44782686805383,1,0,2,0,1,0.0990095981396735,0.187449987088273,0.124492732740831
2208,2,2,2.9398524691563,0.624965688595131,1,4,2.36377479157822,1,1,2,0,1,0.00219201506115496,0.00308880525108479,0.0246620118233352
2209,1,6,2.42302016135526,0.752436801351974,1,2,3.34520342650224,1,0,5,1,1,0.0103328864497598,0.0140347319266406,0.0105704314415532
2210,2,2,2.82370716994518,0.49405228816095,3,6,3.16218835624971,0,0,3,1,1,0.0734547413885593,0.104275632933301,0.0878289542565344
2223,3,4,1.58670808546185,0.645496464773906,1,4,3.80856471548821,1,0,3,1,1,0.104700823314488,0.114158377098198,0.125820007938997
2224,2,3,2.85457506536709,0.840052067148851,1,1,3.61012236222666,0,0,3,0,1,0.00193795496306848,0.00213200269962799,-0.000916729766141246
2225,1,2,1.82060367580588,0.79831282576412,1,6,4.44741971117179,0,1,2,1,1,0.00949306547408924,0.00314916517993569,0.0159119186546246
2229,2,2,2.05873536196245,0.64745360273985,2,7,4.03758632269202,0,1,2,1,1,0.0142933335155249,0.0263207479137174,0.0382500657806503
2232,2,3,3.97224666854088,0.961353394087267,1,2,3.65254572820828,0,1,2,0,1,-0.000147486396599561,5.27267990990676e-05,7.83869105135849e-05
2234,2,6,3.03030576802024,0.812564349586394,1,1,4.82375109148215,1,1,5,0,1,0.000100974240922369,0.000185915051397867,0.00311181883696267
2236,2,4,2.35713208900444,0.578357295446808,1,7,4.73071697127131,0,0,4,1,1,0.0276112060528249,0.051344182532724,0.0659793585870967
2239,1,3,1.59837347059419,0.728061551270226,2,1,3.90554681410328,1,1,2,1,1,0.0360334643628448,0.0388002026749621,0.0620280053721909
2241,1,2,3.5368453352869,0.8410048819301,2,5,4.84184437284548,0,0,3,0,1,0.000312184747599531,0.000482075324852449,0.00178258325153149
2243,2,3,2.23289249432444,0.709338072979875,1,7,3.29640196975765,0,0,4,1,1,0.00875790975987911,0.0235016527667026,0.0212639347638161
2244,2,3,1.43919289725446,0.516240265145578,1,4,2.49770586430745,0,1,2,1,1,0.116415612399578,0.18428226455959,0.220305113092433
2246,2,3,2.19543401691365,0.601664649857695,1,2,4.06124282682332,0,0,4,1,1,0.0904275169596076,0.0600153743313198,0.116896395595516
2253,1,3,2.67656005686218,0.818293177712586,3,1,3.6167727539569,0,0,3,1,1,0.00187867315253243,0.00388783389721625,0.00144571359039426
2260,2,1,1.75202652482161,0.592742823458431,2,2,3.81847652613076,0,1,1,0,1,0.017915022559464,0.0180754875197615,0.107131324862288
2261,2,3,2.04734235434739,0.518116449951374,1,2,4.12061440872853,0,0,4,0,0,0.122766427695751,0.162913429171857,0.204077156573667
2266,1,1,1.14165208671295,0.513308705177364,3,4,3.05446222541862,0,0,2,0,1,0.327459894120693,0.227005846992366,0.294778376283347
2267,1,1,3.13610020109619,0.934305427144732,1,3,4.64945257949621,1,0,1,0,1,0.000176441337316646,5.32589983641696e-05,0.00196670686390733
2272,2,6,2.02328574049727,0.828741842596837,1,7,4.50378514968937,1,0,5,1,1,0.00875407230341807,0.00831406907161691,0.019705610577755
2286,1,3,1.7134133315261,0.628910142376176,2,5,4.09446817760315,0,0,2,1,1,0.251892354339361,0.314457444666715,0.103295566573527
2293,1,1,2.67954184075699,0.442315533585191,1,4,2.08739128207095,0,1,1,0,1,0.000939611345529556,0.00461045315914488,0.0657988500486206
2299,1,3,2.3373337113484,0.00358187593671822,1,6,4.80569325192718,0,1,4,1,0,0.486326813697815,0.168883076327351,0.236146788017178
2301,3,4,0.75937091494962,0.383455146316892,2,3,4.60452215177563,0,0,3,0,0,0.167739808559418,0.246784215019142,0.252860378851107
2306,1,1,1.69120651008091,0.917250493474683,2,2,4.74395469321926,0,1,2,1,1,-0.00126446655485779,0.000446307628100273,0.0364900413088231
2308,1,3,3.43221883760259,0.527499159734183,1,6,3.49304691601869,0,1,2,1,1,0.0226675262674689,0.0199558661410977,0.0576415230206877
2309,3,4,3.69327682526164,0.25838389614034,3,6,4.68164727117566,0,0,4,1,1,0.134993759915233,0.162651164516589,0.245900643779232
2310,2,6,1.6172379892712,0.507073491953779,2,5,3.9754662148792,0,0,5,1,1,0.271853655576706,0.373615821931649,0.255757467252214
2313,1,2,2.40834851944132,0.92451869344033,2,6,3.39738420458305,1,0,3,1,1,0.00117541448707925,0.00262134218090904,-0.000361941459767754
2326,1,2,4.05327669989157,0.674486670041808,2,4,4.5602930803929,0,1,2,1,1,-0.000177386391442269,5.26910510957324e-05,0.0121603390613444
2329,1,3,1.58131442151076,0.661095873523281,2,1,4.19567876555503,1,1,3,0,1,0.0860674837604165,0.0750377356372864,0.0995452712329229
2334,1,3,2.05143400721292,0.472039871041902,1,1,3.25240298940503,0,0,4,0,1,0.131153177469969,0.121361830134698,0.244409058766039
2338,1,4,2.45314706507337,0.592624601216092,1,2,4.78042949949292,1,0,3,0,1,0.103406098671257,0.168543565372313,0.0788900718343351
2341,1,2,2.31286677404316,0.736820484212412,3,2,4.43003441717665,0,1,2,0,1,0.00288968335371464,-0.000647653293217365,0.00973887762796874
2342,1,6,2.15748832113885,0.799463636932882,1,4,3.05006451905454,1,0,5,0,1,0.00987440219614655,0.00266887057054244,0.0222120918868441
2344,1,3,2.63361978139708,0.330626632595715,1,3,4.10592102248051,0,0,4,1,1,0.341884598135948,0.188052293688377,0.32455761252129
2347,1,4,2.20029938933669,0.572056747923183,1,4,3.64858190678023,0,0,3,1,1,0.0633771074935794,0.0681958268865844,0.153762918094948
2349,1,5,2.62851306888173,0.347950134027696,1,4,4.15013998292625,0,0,3,1,1,0.234519295394421,0.206248233429824,0.332438930869081
2356,1,3,2.99166902828738,0.525719987146528,1,1,3.59812240348673,0,0,2,0,1,0.0471123699098825,0.0502097289104819,0.106238972212162
2357,1,2,2.722969713863,0.940419156231339,1,7,4.09886669382669,0,1,4,0,1,0.000100183991889935,4.22796760258803e-05,0.00182899688481903
2358,2,3,1.75022045191705,0.999260637675267,2,1,4.52502933687504,0,0,2,0,1,0.00689321383833885,0.00241002806765267,0.0335317237282099
2361,1,3,3.83588270146739,0.73481361885294,3,3,2.48694580633969,0,0,2,0,1,0.00473688158672303,0.00316412461597115,0.0333119593693365
2363,2,4,2.77201531748724,0.479223691419441,1,1,2.2292821845529,0,0,3,1,1,0.114940637722611,0.196032944922673,0.0810778446425441
2369,2,2,3.52622997112364,0.619871429232862,2,1,3.29807751586439,1,1,4,0,1,0.000329674774548039,0.000555784105189194,0.0229609347052416
2372,1,1,1.83039748912943,0.623360021425965,2,5,3.69747045354149,0,0,1,0,1,0.0119807575829327,0.0280342098348042,0.0781421534468546
2379,2,2,2.90446695349965,0.510765461738487,1,3,2.99309368651439,0,1,2,0,1,0.000365473330020905,0.00219087432280507,0.0479101632180811
2388,2,2,3.29426993863585,0.975258504811129,2,7,3.96211843373216,0,0,4,0,1,0.000175281187694054,6.84454717556626e-05,0.00140368192373068
2391,2,3,3.78449120792553,0.934454357541038,2,4,4.35864457021807,0,0,3,0,1,0.000489575642859563,0.000100381683998174,0.00141678907002757
2396,1,2,3.40107307885746,0.716441562152258,1,6,4.78937217427266,0,1,2,0,1,0.000480610975500895,0.000449646430312645,0.00423351352510815
2400,1,3,2.41209967028947,0.663468430206152,1,1,4.51076241967858,0,0,4,1,1,0.00684715178795159,0.00554622333733257,0.0440305147851924
2404,1,3,2.32622837996729,0.87464187391787,2,1,4.60400234041561,0,0,2,0,1,0.000908533664187416,0.00324091055093678,0.00364438258622891
2405,2,2,3.16652464418282,0.673242061588914,1,1,4.95699726362873,1,0,4,1,1,0.00151047072722577,0.000615620687769991,0.0278450117381002
2406,1,2,1.72898425861338,0.789900923449329,2,2,4.59718152888402,1,0,3,0,1,0.0533752783667296,0.033639268570711,0.0532082271941152
2419,3,4,1.52244545862803,0.874407585131556,1,6,4.20491364640408,1,0,3,0,1,0.0142127473372966,0.0345718472179318,0.0605056874304
2425,1,6,3.32547367593384,0.991010944948097,2,4,4.78057479639,0,0,5,1,1,6.66471169097349e-06,2.14995774929783e-05,0.00149123279166102
2426,2,3,2.49593332739299,0.278757008654475,2,5,3.0205105685839,0,1,2,0,1,0.433140426874161,0.291647771006319,0.291508956134347
2430,1,2,2.19442576302595,0.4981575417436,3,2,4.45994526708808,0,0,4,0,0,0.0233000516891479,0.039638421306589,0.136944644231359
2431,1,1,3.33251350171785,0.428569400868007,1,5,3.54507449655873,0,1,2,1,1,-0.00479224883019924,0.0178171109768804,0.0849134238715449
2433,2,3,2.23639901717813,0.993743629638657,3,3,4.28271962952635,0,1,2,0,1,0.000627824105322361,-0.000144719590367215,0.00560561302731195
2434,1,6,1.15135372378764,0.742800350110947,1,1,4.05474798973484,0,0,3,1,1,0.0846597985364497,0.0373100385510357,0.100565367027729
2437,1,3,2.32023202834052,0.534572609009722,1,1,1.91597049769411,1,1,4,1,1,0.0148059716448188,0.0362863999667209,0.0761189446029904
2442,2,2,3.4585344499131,0.890256244689708,2,1,3.37411073112476,0,1,3,0,1,2.31328849622514e-05,6.20248941812784e-05,-0.00143820208838154
2444,1,2,2.49529276914994,0.656516816131779,1,5,3.60281254600343,0,0,3,1,1,0.0215121214278042,0.0236619645765096,0.0342697396142247
2450,1,4,2.70292588725813,0.890880450678366,1,5,4.69444751369385,0,0,2,1,1,0.000487837998662144,0.00271790139494144,0.00176842639930918
2451,1,6,2.96091431051875,0.84694270504809,3,5,4.38396203742412,1,0,5,0,1,0.000805110183137003,0.00143967110192944,0.00297574014461944
2452,1,1,1.29311852782478,0.859303545157495,1,3,4.25098257424675,0,0,1,1,1,0.00109912783955224,0.00216687320299547,0.0616188603521988
2456,2,3,4.0470847758534,0.32473554937497,1,2,2.01829659681087,1,1,4,1,1,0.00984793156385422,0.062051570878676,0.121856070183055
2459,1,6,1.46862504405707,0.72323308925899,2,5,4.7085890579906,0,1,3,0,1,0.0296825354453176,0.0162697739735379,0.0973620477749018
2460,2,5,2.81878786039329,0.929741548140106,1,1,3.49072024179614,0,1,3,1,1,0.000435802794527262,0.000196791668620633,0.000783470942887973
2467,2,1,4.51849040775876,0.653193816155323,2,1,4.28427296947732,0,0,1,1,1,3.65359446732327e-05,7.04396363516713e-05,0.0252004135426582
2468,2,3,2.85462749611713,0.611709629591987,2,3,2.72983695875728,1,0,3,0,0,0.0935905855149031,0.159626300426806,0.0367837197010412
2469,1,3,3.08292326073598,0.708842945634801,1,5,4.55103686759862,0,1,2,0,1,0.00445040606427938,0.00341417076429673,0.00608301373945628
2474,1,5,2.07673526603651,0.365780182988388,1,1,3.86044167398892,0,1,4,0,1,0.0111051350831985,0.0425560164823073,0.142034820324402
2478,2,1,3.43820455611451,0.818982831265929,2,3,3.30848441527336,1,1,1,1,1,6.77195012031007e-05,0.000108460526388243,2.43864858230156e-05
2480,2,4,2.86459859382708,0.195504345009468,1,5,4.63467105445528,0,1,3,1,0,0.526033073663712,0.267799571103409,0.264999810887345
2491,1,3,2.00452980925698,0.663780320450925,1,2,3.9749205392806,0,1,4,0,1,0.0116308266296983,0.00784821578190442,0.056631238646523
2492,2,1,1.87333049291334,0.503478219640685,2,4,4.24000439217278,1,0,1,1,1,0.0161761092022061,0.0287393554315798,0.147782646119876
2495,1,3,3.7212504041407,0.415405823264834,2,5,4.23540018981614,0,0,2,0,1,0.173339430242777,0.146325195980752,0.145206294272911
2497,1,4,2.28355974797577,0.885100260450442,1,2,4.25677225658221,0,0,4,0,1,0.000743607757613063,0.00186547514924629,0.00497654229804091
2498,1,4,2.40328816909643,0.622786738541489,1,2,4.66405098265171,1,0,4,0,1,0.0163241112604737,0.0410311241059907,0.055580090763648
2499,2,3,2.87881576302744,0.361187503666389,2,6,4.30024947541982,0,1,4,0,1,0.166158240288496,0.0931713625727496,0.224575879613747
2505,2,3,2.04053148110047,0.899368987181208,1,1,3.85038132796149,0,0,2,0,1,0.00221569067798555,0.00390653213259295,0.0132635795561471
2506,2,2,1.65728878549168,0.316681543634942,2,6,4.34196929109284,0,1,4,0,1,0.347379520535469,0.239066150397612,0.256551035058686
2509,2,2,2.91762332283751,0.599636630043967,1,1,2.52309891661934,1,0,3,0,1,0.02693433733657,0.0191498538541449,0.0410777189746961
2511,2,6,3.11713321660588,0.917405334854075,3,4,4.67525401639026,0,1,5,0,1,-5.88732982578222e-05,7.40231158735671e-06,0.00201520047423759
2512,1,3,2.30830141093381,0.519345243241787,2,1,4.33992112594968,0,0,3,1,1,0.113684583455324,0.169644046615333,0.151357887269408
2516,1,3,3.42183279212463,0.74553084160602,2,7,3.90117752681328,0,0,2,1,1,0.0104920122976182,0.00865765297119636,0.0105385960759223
2527,2,3,3.22004112321895,0.786400658595807,2,7,2.67356355647815,0,1,2,0,1,0.00534151156898588,0.00436782977493877,0.0090252657314197
2528,1,4,1.55910532556073,0.419014940652633,1,2,3.99909390282583,0,0,3,0,0,0.434235215187073,0.34919535404346,0.279233472150128
2546,1,3,2.12285234099251,0.844218735259085,3,2,3.87045936135255,1,1,3,1,1,0.0151517837075517,0.010286052743291,0.0175628518668744
2552,2,2,2.41508021348968,0.648462487712017,1,4,3.63916777502976,1,1,4,0,1,0.000540906854439527,0.000937906010219036,0.0309620538452965
2561,2,1,2.05950078182134,0.846164119315341,3,3,4.99123290085247,0,1,2,0,1,-0.00512769870692864,-0.00235808288341277,0.0172563799833978
2566,1,2,2.3028204799775,0.688007034471195,1,7,4.38421400192675,0,0,2,1,1,0.0261465079674963,0.0190516780228915,0.0339161627953583
2567,3,2,3.21031060309925,0.885264787373163,1,6,3.31031621366321,0,1,2,1,1,6.92719368089456e-05,0.000191859779191228,-0.000609694789557882
2570,2,2,3.46284012657394,0.887824201745694,1,7,4.70980422630694,0,0,4,0,1,3.77774413209409e-05,7.15636633393801e-05,0.00353995021299457
2572,1,5,3.68372160307708,0.737581835034895,2,5,2.97760050131337,0,1,2,0,1,0.00269762353855185,0.0014306569919097,0.0201719031914302
2574,1,3,2.42771869236137,0.692915553857305,1,7,4.35701692372454,0,0,4,1,1,0.021874662314076,0.0126369279383889,0.027623436946589
2579,2,4,2.32405539166089,0.857036266096641,1,2,2.85760548753163,1,0,3,0,1,0.00434259686153382,0.0272454977591727,0.0150465493921671
2580,1,2,3.21965155713246,0.491352416578252,2,3,3.59577979933866,0,1,4,0,1,-0.00835548341274261,-0.00380449260770221,0.0457945327543404
2581,2,4,2.52052656916171,0.499882214226018,2,1,3.20150682224741,1,0,3,0,0,0.196357013657689,0.316757405338866,0.125547152751652
2583,1,2,2.75949106158599,0.358055148896719,1,4,3.92955607266014,1,1,4,0,1,0.0118978158570826,0.010859926446803,0.177192443088606
2591,2,6,2.63913918722029,0.661283416200025,2,4,4.38027562890571,0,0,5,0,1,0.00740093737840652,0.00387463183764747,0.0327550972697412
2594,2,5,3.0699654430919,0.649563964661328,2,2,4.91156231160946,0,0,4,1,1,-0.00992518221028149,0.0062730402355281,0.0280050457650502
2596,1,1,2.09001855698453,0.943797253485989,2,1,4.29219136876973,0,0,1,1,1,0.00124972212506691,0.000140924223443695,0.0112356103802648
2597,1,4,2.78543300372509,0.751175421436512,2,7,3.80036229075849,0,1,3,0,1,0.0048604728654027,0.00815544161057091,0.00956214145534162
2600,2,1,3.28131392923204,0.528835530091486,2,5,3.64390367467068,0,0,1,1,1,0.00655408739112318,0.00819226247234017,0.0738917429813727
2602,1,2,1.94024579101388,0.405181120914751,2,5,4.7957421490354,0,1,2,1,1,0.0940516963601112,0.171045959571441,0.170052370155996
2603,1,1,1.9369558201214,0.829128749814704,1,6,3.25046405576209,0,0,1,0,1,0.00134023371356307,0.00151919297736558,0.0115922845981179
2605,2,3,1.82538655774873,0.799603761397168,2,3,4.05847481047397,0,0,3,1,1,0.0620631342753768,0.0484902825730187,0.0350685129939704
2606,2,3,2.57763890094568,0.528349378325733,2,4,4.34161015977972,0,1,4,0,1,0.0027602300979197,0.00521981321773746,0.0677553792988634
2607,1,3,2.56978455972506,0.656587715831036,1,7,3.35092365883605,0,1,3,1,1,0.0164467343129218,0.0270179523986384,0.0260153948086756
2610,1,1,2.72540155051034,0.386530959466203,2,1,3.73308223813431,1,0,1,1,1,0.0203188417945057,0.0459038044784192,0.200580745305225
2616,1,2,2.27658988721772,0.531262553478822,3,7,4.8047824599983,0,1,4,1,1,-0.000350442714989185,0.00450322138543358,0.0779938254114944
2620,2,3,2.74079664914364,0.583857217545146,1,1,3.09926802538005,1,0,3,0,1,0.0610230342717841,0.0767715808153225,0.0790906176170643
2626,1,6,2.77899081326954,0.500929422182653,1,1,3.20697236209506,0,0,5,1,1,0.0186651255935431,0.0286036265130687,0.0679474246667544
2628,1,3,3.01839491896097,0.635474125968405,1,4,4.41169570477022,0,0,2,0,1,0.0082798209041357,0.00636530340200692,0.0259360966149176
2632,2,3,2.19197239165507,0.633945090939579,3,6,4.69719497998297,0,0,4,0,1,0.0219447864219546,0.0331931933014397,0.0500299079034824
2634,2,2,2.6880508566097,0.480022171001748,2,3,4.0806285826679,1,1,2,0,1,0.0194340813905001,0.0512645046989398,0.0640431764974887
2636,1,1,2.12626547142635,0.47746683523828,1,4,3.12100104502545,0,1,1,1,1,0.00642638118006289,0.00548155429288477,0.113731891582113
2639,1,6,1.81213230035502,0.780367128397968,1,7,4.74894882646474,1,0,5,1,1,0.0207746982341632,0.0168693675022108,0.028873398804642
2641,1,3,1.47959343569288,0.891575533075545,1,3,1.78964411366414,0,0,3,0,0,0.00823295954614878,0.0427287781707651,0.058526366955486
2642,1,1,3.1927533889176,0.91276914843552,1,7,4.64410596441218,0,1,1,1,1,3.04525019600987e-06,1.96918924220135e-05,0.00212782280968413
2644,2,3,3.23058954208273,0.352418118832835,1,2,2.9476032092386,0,0,3,1,1,0.323081970214844,0.41466102600682,0.208648805355586
2646,1,2,3.97716025278777,0.860839783830905,1,3,4.2456980048462,1,0,3,0,1,-1.22758647194132e-05,0.000180051698324135,0.00108418973257173
2650,1,3,3.93690221816451,0.197020887862281,1,1,2.8609542892747,0,0,3,0,1,0.152549654245377,0.334632119181745,0.23859560988077
2653,1,2,3.71584689355245,0.935075423675618,1,3,2.06223156765984,0,0,2,0,1,0.000624835549388081,0.000144820509746513,0.00976626223624844
2659,2,4,3.03426016994246,0.425853826495937,1,4,3.55216592638859,0,0,3,0,1,0.0514900973066688,0.096955792785986,0.1358709043861
2665,1,5,2.41685917791401,0.600081487482635,1,4,3.7569160255263,0,0,3,1,1,0.0327547937631607,0.0276445261007823,0.0972827802911708
2666,2,3,1.01001270713794,0.303383974544915,1,1,3.53848655156162,0,0,2,1,1,0.462425827980042,0.344487092422747,0.316331053093564
2671,1,2,2.8526927831842,0.166308108529722,1,4,3.51647937398948,0,1,2,1,1,0.229831166565418,0.111629842302548,0.250054013632824
2674,2,3,3.71379075913872,0.655895033375042,1,2,4.5491709541478,1,0,3,0,1,0.0160985147813335,0.0136131605339865,0.0486730537484515
2678,1,4,2.17607310453645,0.387393949215656,1,5,4.59271051538208,0,1,4,1,0,0.0600536316633224,0.104869416605568,0.181371216974818
2680,2,5,2.53203747593026,0.505342664167258,1,3,3.90533177622554,1,0,3,0,1,0.16169212013483,0.267820859472445,0.135313894973133
2683,1,2,0.600633573994371,0.53458430808198,2,1,2.59060370483081,1,1,2,0,1,0.356074959039688,0.425662665123241,0.262988608329655
2684,1,3,3.04173223161471,0.716886073067277,2,3,1.57957858414459,0,1,3,0,1,0.0138973267748952,0.00592470442526827,0.0259890476783425
2686,1,3,2.34900474191974,0.724242705890965,1,1,4.78451036917661,0,1,3,1,1,0.00173467209970113,0.00341450985581737,0.010035853310882
2687,2,3,1.95687310318447,0.498529467723947,2,5,3.92022981703577,1,1,3,1,1,0.287360742688179,0.436753260448311,0.204555239047535
2690,2,6,3.86670296027708,0.549388324503915,1,4,3.01698669554184,0,0,5,0,1,0.00450264324899763,0.00187001771032314,0.0471691277345659
2691,2,3,2.56280772441666,0.714889925199205,2,4,2.69363961609297,1,0,3,1,1,0.0138364967715461,0.0250856815516599,0.0298644946575035
2693,2,4,3.1057968480309,0.518921801848236,1,7,3.83230160675422,0,0,3,1,1,0.125006951391697,0.136436431327959,0.0975706176333464
2696,2,2,2.80465635392916,0.780372718990258,1,1,3.73513040162781,1,0,2,0,1,0.00265742198826047,0.0019555831131669,0.00189825111853579
2701,1,3,2.5013338540739,0.786889678235299,1,4,4.24384537895571,0,0,2,0,1,0.00467078480869532,0.00292893866551569,0.000968308473545624
2713,2,3,2.62168137852801,0.726822989503575,1,7,3.92095994994463,0,0,3,0,1,0.0233808773919009,0.030843673135638,0.0136140310274132
2714,2,3,3.15405400443813,0.891881266253045,1,1,4.1564654432762,0,1,3,0,1,9.23000770853832e-05,0.000185843588993984,0.00173230853396869
2726,2,3,2.17485374546555,0.915069796703242,1,7,4.80309473692744,0,1,3,0,1,0.000245972943957895,0.00197052276036158,0.0124350406348803
2728,1,3,2.1264365117303,0.700227782668681,1,5,3.82604192581056,1,0,3,1,1,0.113622306380421,0.107827933474144,0.0348639272718731
2729,1,2,3.66209521231554,0.703259858996269,1,5,4.54381613562031,1,1,2,0,1,0.001312007467277,0.000722148844717441,0.00560882317809874
2730,1,4,3.77144575256981,0.617105107447622,1,5,3.73721001031696,0,1,3,1,1,0.00298807234503329,0.00407352203116973,0.0226874762204358
2736,1,2,2.17688049551854,0.707054047275057,3,7,3.88944031364603,1,0,2,1,1,0.0284152843232732,0.0400982331670332,0.0203157026193092
2745,2,2,2.60398762278971,0.734328478070501,2,3,3.46014601141599,0,0,2,0,1,0.00611282780300826,0.00966189604274736,0.00849907255351445
2746,1,2,1.73435411788821,0.369451841501394,2,6,4.65104701581823,0,0,2,1,0,0.387348607182503,0.543610975644595,0.27627771906474
2749,1,2,1.73452197234053,0.534776220966592,3,7,4.31447638167171,0,1,3,1,1,0.0764305144548416,0.0740551007718478,0.156138224722542
2760,1,4,1.20788149239059,0.389667253545035,2,3,2.84674029852046,0,0,3,0,0,0.110520005226135,0.0999442220217599,0.290349461043101
2764,1,2,2.9184599961623,0.764818890021969,2,5,3.8960747942337,0,1,4,0,1,0.000622486302745529,0.00029138580707111,0.00378421171419594
2771,2,2,2.93678347443719,0.35125742764564,1,5,2.32374620839581,1,0,2,1,1,0.526773579418659,0.463757249405365,0.31052134799015
2773,1,3,2.32423382513746,0.380699776195259,1,2,3.18198965579884,1,1,3,1,0,0.369305059313774,0.421978402554051,0.13605098548679
2775,1,4,3.45777743474799,0.524933895079598,2,4,2.75672815089293,0,0,3,0,1,0.0327794938348234,0.0292397840257473,0.066689602497555
2778,1,4,3.13709776652193,0.486241926170412,2,6,3.48830285071835,0,0,2,0,1,0.175131060183048,0.196342239408809,0.112452651706337
2783,1,3,3.16828524441248,0.473299242224489,2,3,3.91352383903356,0,0,2,1,1,0.121543221175671,0.130525710163457,0.131311134476186
2784,2,1,2.52874533625005,0.695296617542191,1,1,4.18957854621403,0,0,2,0,1,0.00681904914381448,0.0050338392705781,0.0198187977532934
2786,2,2,3.50099474808481,0.691946708315954,1,6,3.89392822561354,0,1,3,1,1,0.0025225690624211,0.000842394569077531,0.01581632700986
2788,1,4,2.5315219093363,0.498272838705586,1,7,3.79862761434077,0,0,3,0,1,0.159839473664761,0.306974836607911,0.144426348867404
2795,2,6,2.82096290349112,0.702922526016608,2,1,4.67501407324123,0,0,5,0,1,0.00227259584062267,0.00273312266536452,0.00993407503161836
2803,1,2,3.32187765813254,0.371423337981985,3,7,3.00775292756955,1,0,4,1,1,0.0703111849725246,0.0876012681045041,0.197570941020488
2805,2,5,2.22733250391255,0.632241629948648,2,1,4.09731585489534,0,0,3,1,1,0.0362216122448444,0.0644240549018278,0.0654029168165168
2806,1,3,2.1699953908652,0.684240721900758,1,5,3.48940041027009,0,1,3,0,1,0.0513840969651937,0.0330549824974078,0.0497758559080456
2809,1,2,2.43013210495513,0.349388870724384,1,3,3.44249775964339,0,0,2,1,0,0.248198851943016,0.243811670918027,0.281123658553504
2815,1,1,2.20377159337681,0.432243669072856,1,3,2.15778712709502,0,0,1,1,1,0.0731213865801692,0.107753032099071,0.198709016013461
2821,1,4,1.69896817187009,0.533490404340365,2,7,3.37369287516193,1,1,3,1,1,0.307825908064842,0.473182077663342,0.234853190069368
2824,1,2,2.91814452697641,0.62044329832817,2,4,4.70444745344796,1,0,3,0,1,0.00364821747643873,0.00567297237968489,0.0296373795942487
2828,2,3,1.82214673807618,0.371946562620075,3,3,4.73356078106495,1,1,3,1,1,0.288692891597748,0.189658251298483,0.191453455252043
2829,2,2,2.5329057794863,0.819169313598107,1,1,4.2078147192884,1,0,3,1,1,0.0014101753331488,0.00170672774094582,4.0683507957632e-05
2831,1,3,3.09830722245046,0.76980773845076,3,2,2.54136198397062,0,1,2,0,1,0.00771917239762843,0.00144025634197642,0.0248670602923103
2833,1,3,3.78349006488567,0.679844340855191,1,5,3.93603704538679,1,1,2,0,1,0.00713064189767465,0.00316929640725327,0.0175875868883132
2835,2,5,2.10712701018404,0.885053314260629,2,6,4.07194502630331,1,1,3,0,1,0.00324849877506495,0.00633677015500478,0.0127669886190938
