"u_id","u_gender","u_age","u_weekly_utilisation","u_sub_utilisation","u_format_pref","u_genre_pref","u_rating_given","u_other_sub","u_plan","u_occupation","treat","y","tau_interlogit"
2080,"2","3",0.948530002568607,0.730798794032086,"1","5",3.36933158294853,"0","0","2",1,1,0.276634973731001
2081,"3","6",0.600085489303162,0.929560258886694,"2","3",2.77635251397156,"0","0","5",0,1,0.0642637791632965
2082,"1","2",2.2848183150208,0.808553276071536,"1","6",3.70744620683058,"1","1","3",0,1,0.00475531981050514
2083,"2","4",1.78309752419826,0.51400708609903,"1","3",3.0774777148413,"1","1","3",0,0,0.322346545991573
2084,"2","2",2.52163956560395,0.89226247307342,"1","2",4.52700913374751,"1","1","2",0,1,0.00114679060509937
2085,"2","2",3.0161873720288,0.528755834633311,"1","2",3.44513382088456,"1","0","4",0,1,0.0269920018621806
2086,"1","3",2.89517123101599,0.298014540557949,"2","5",3.62678389744551,"0","1","2",0,0,0.213849465461266
2087,"1","3",2.31373584071866,0.790160338745269,"1","4",4.63326176506639,"0","1","2",0,1,0.00141742806357503
2088,"1","5",3.13211192130895,0.324164047358277,"2","1",3.52393743304522,"0","0","3",0,0,0.325544979772043
2089,"2","1",1.40079232247005,0.638784951457601,"2","6",2.91830666131004,"0","0","1",1,1,0.0855731744193237
2090,"1","1",3.32362187897355,0.576030348771566,"1","7",3.79946223134682,"0","1","1",1,1,0.00141167676581544
2091,"1","2",1.83040861397923,0.463196635227619,"1","5",3.97804254458327,"0","1","3",0,1,0.136091159751828
2092,"2","2",2.07135851968143,0.986590148604802,"1","3",4.19029773469972,"1","0","3",1,1,0.00176889219053911
2093,"2","3",2.21849788239344,0.910545204259393,"3","3",2.45435401313881,"0","1","2",0,1,0.000215268767028709
2094,"1","3",3.75518302795679,0.679963251178727,"2","4",4.24219272251901,"0","0","2",1,1,0.0022884079147778
2095,"2","2",1.40878760018072,0.699944436505028,"2","6",3.13012403122559,"0","1","3",0,1,0.0778084772491442
2096,"2","2",1.89830361151581,0.383274112199709,"1","1",2.5752250817611,"0","0","2",0,0,0.363929039586359
2097,"1","4",1.6679748366262,0.958683898917415,"1","3",4.92947404202651,"0","0","4",1,1,0.00142837389103512
2098,"1","3",2.35627175317006,0.61835618921086,"2","1",4.38458772713307,"1","0","3",0,1,0.0848245135577089
2099,"2","2",1.76023481002264,0.856655892770528,"2","1",2.42450836488854,"1","0","2",0,1,0.0126866873731968
2100,"2","3",1.92795808917445,0.405850513585761,"2","5",3.35294483110786,"1","0","4",0,1,0.603202954424843
2101,"3","1",1.56032645862791,0.709317819555426,"1","5",4.4330418090505,"0","0","1",0,1,0.011894867946634
2102,"1","2",1.94993438904567,0.24619611818539,"2","1",4.31964697788584,"0","0","2",0,0,0.432501335649962
2103,"2","2",1.80178319734744,0.469367224107742,"3","4",3.97552695333178,"1","0","3",0,1,0.244576197748418
2104,"3","2",2.19165170227578,0.725186218607952,"1","3",4.72549873497115,"0","0","4",1,1,0.00348138479323079
2105,"2","3",3.35649576310789,0.544724329296005,"2","5",3.72393389507453,"0","1","3",1,1,0.0336565259696868
2106,"1","4",2.63195254993471,0.574717738270101,"2","1",4.32084734921012,"0","0","4",0,1,0.0180850614647295
2107,"1","3",2.85154649602554,0.471652775571291,"1","3",3.40392011031526,"0","1","2",1,1,0.00979669003689509
2108,"2","4",2.2489506675508,0.657781197727439,"1","7",3.71818652993958,"0","1","3",1,1,0.0476986878602754
2109,"1","3",1.84947367426513,0.568818137727531,"2","7",4.42717429720582,"0","0","2",1,0,0.331630646943301
2110,"2","3",1.19664390638923,0.942974129077707,"2","6",3.62068252165762,"0","1","3",1,1,0.0198814417718617
2111,"1","3",3.0673069183507,0.783131219203622,"1","4",4.36287192228854,"0","1","3",0,1,0.000586855893315974
2112,"2","3",2.20904527197758,0.703088221841466,"2","3",4.28150905034551,"0","1","2",0,1,0.00979995193453975
2113,"2","3",1.84151350442579,0.954452061383753,"1","4",3.62442961950084,"0","1","3",0,1,0.000993162654543411
2114,"1","3",2.34538938593498,0.6575469672984,"2","4",2.98196528875954,"0","1","4",1,1,0.00425480056525829
2115,"1","2",2.44851904596227,0.477066239094234,"1","6",3.17257887028141,"1","0","3",1,1,0.274591974931034
2116,"1","4",2.53786409003362,0.569309237798613,"1","2",1.76725386779972,"1","0","3",1,1,0.38759075761406
2117,"1","6",2.86441918418781,0.480160407995991,"1","1",3.37235213966715,"1","0","5",0,1,0.0673067369592122
2118,"2","5",2.45890022620269,0.415562785705259,"2","1",3.84616640543461,"0","0","3",0,1,0.358871816055519
2119,"2","3",3.33125947924843,0.937955787693214,"2","4",2.67843509365154,"1","0","3",1,1,0.000873647798618427
2120,"2","6",1.51089774358533,0.571593032189202,"2","3",3.90694271874063,"0","0","5",0,1,0.245646858206706
2121,"1","3",1.39360229718917,0.0311490422595972,"1","7",3.81279883023046,"0","0","4",1,0,0.0465013441701723
2122,"2","3",2.18525629692126,0.670995606546483,"2","6",3.63812039447831,"1","1","2",1,1,0.0931181684547117
2123,"2","5",3.71653992418808,0.34347637246945,"1","7",4.86859505198789,"1","0","3",0,1,0.282547989005435
2124,"1","4",2.96640377640858,0.909424752050689,"1","5",4.58830112470021,"1","0","3",1,1,0.00267498269818045
2125,"1","2",2.0191336190999,0.711132095061069,"1","4",3.59410630619173,"0","1","2",0,1,0.0027434951069697
2126,"1","2",4.0910405554193,0.668266319501885,"1","2",4.93615382932832,"0","1","2",1,1,0.000317463382488836
2127,"1","2",1.73626490872278,0.696978911967016,"2","1",4.70452486845532,"0","0","2",0,1,0.0208778576073293
2128,"2","1",2.3377159556794,0.727477151306093,"1","1",4.51793420950194,"0","0","1",0,1,0.00103311223225899
2129,"2","3",2.75759055482726,0.357495319086907,"1","6",4.5458150283358,"0","0","2",0,0,0.443023852623611
2130,"1","2",2.8829337332738,0.230732055039548,"2","7",3.85937528839421,"0","0","3",0,0,0.469769847827388
2131,"1","2",2.984264968222,0.832063489993672,"1","6",4.76737115718511,"0","1","4",0,1,0.000139388252671013
2132,"2","3",1.21214642147131,0.598012561902254,"3","2",4.77631901170921,"0","1","3",0,0,0.0827612871626423
2133,"2","6",3.22043016808433,0.588984801691082,"2","3",3.96157438108849,"0","0","5",1,1,0.0226603100346663
2134,"1","6",1.90451209176235,0.685077982596983,"1","4",3.90652135106651,"1","1","5",0,1,0.00934544803369952
2135,"2","2",2.41184574079788,0.541578049633406,"1","4",4.36283234201256,"0","1","3",0,1,0.00926417257517387
2136,"2","4",4.48713150954268,0.76260999957439,"2","1",4.7423037254316,"1","1","3",1,1,0.000280813290594151
2137,"2","1",2.92554148560171,0.794157301103304,"1","3",3.66851142068105,"0","0","1",1,1,0.000575339281138176
2138,"1","3",3.02865976465307,0.820535646667112,"1","4",4.2704360889078,"0","0","2",0,1,0.00103928805281439
2139,"3","3",1.01728960816326,0.551341857477864,"1","3",4.00838328436259,"0","0","2",1,1,0.457259704308692
2140,"2","5",1.98156132501302,0.445732757806903,"1","3",4.7052517413262,"0","0","3",1,1,0.256803410967329
2141,"2","3",2.07013612871449,0.631501231646556,"1","2",3.54702862532645,"0","0","3",1,1,0.200048388892377
2142,"2","4",3.23852796010396,0.633426806679339,"1","5",3.87984944725449,"1","1","3",1,1,0.0187705732501268
2143,"1","1",1.98487995286205,0.491565984337275,"1","6",4.07301354866807,"1","1","1",0,1,0.0406674984966335
2144,"1","3",1.53213065749721,0.863055545371161,"1","3",4.54931777578252,"0","0","4",1,1,0.00500392813435524
2145,"2","3",2.76156151404792,0.505090942261579,"1","3",4.29924578488062,"0","0","3",0,0,0.123655968454785
2146,"1","3",2.90124632573445,0.44545261700961,"1","4",4.55385960200982,"0","0","3",1,1,0.0688466841323602
2147,"1","2",4.37129582925687,0.533138385389228,"1","2",4.1114478787418,"0","0","2",0,1,0.00440663503097949
2148,"1","2",2.41834371780541,0.809256409850834,"2","3",4.41115132974008,"0","0","3",1,1,0.00508299187285843
2149,"2","2",2.37626789108849,0.561035891234882,"1","2",2.86488556092777,"0","1","3",0,1,0.0463025584785443
2150,"2","3",3.30663185909376,0.663003991000472,"2","1",4.00414236364293,"0","0","4",1,1,0.00268506653121803
2151,"2","6",3.11069775040718,0.586121405449778,"2","5",3.92524412694735,"0","1","5",0,1,0.0138968259945438
2152,"2","2",2.6416312126262,0.87056390257674,"2","7",4.77893820706481,"0","1","4",0,1,0.000256896109205873
2153,"2","3",1.21414056789676,0.547624533327964,"2","6",3.33218321333105,"0","1","3",0,0,0.448869409217648
2154,"2","2",3.03561448168599,0.496976989378376,"1","4",3.53800403861353,"0","0","2",1,1,0.017454939968201
2155,"2","1",2.92193911047638,0.799090203970328,"1","5",3.58773966681861,"1","1","1",1,1,0.000398179079516781
2156,"2","3",2.6317773695793,0.639646946302938,"3","3",3.67125807744603,"1","0","3",1,1,0.102699426558271
2157,"1","2",2.74387746019911,0.593676786390723,"2","5",4.24075653801727,"1","0","2",0,1,0.0572335844505053
2158,"1","2",0.869166064101258,0.557100188480613,"3","2",2.97983767675675,"1","0","3",1,1,0.518549967458203
2159,"1","3",1.3890337828836,0.81595139302359,"2","7",3.50511187134736,"0","0","3",1,1,0.116884309233706
2160,"1","3",2.85715251076841,0.883085969813549,"1","3",4.50547264742903,"0","1","2",0,1,0.000311296572470421
2161,"1","3",3.19244809130925,0.761183762379096,"2","3",2.36809387579173,"0","0","3",0,1,0.0128711328284287
2162,"1","2",3.43023978995699,0.767243164123613,"3","1",3.73508294183186,"0","0","2",0,1,0.000695801996770107
2163,"1","2",2.95204421781337,0.275835683286034,"2","3",4.02690790315081,"0","0","2",1,1,0.174508789711961
2164,"1","2",1.07310843974773,0.516885890144301,"3","1",4.92900556650634,"1","0","2",0,1,0.316188578898984
2165,"1","5",1.38303690781429,0.825105005392301,"2","1",4.42032874089426,"0","1","2",0,1,0.0101182968244615
2166,"1","2",2.65507934354267,0.70428994672826,"2","4",3.97268321360414,"0","0","4",1,1,0.00124387440884721
2167,"2","4",3.11557926412796,0.926019713262926,"1","7",2.06537354613419,"0","0","3",0,1,0.00322126517030064
2168,"1","4",3.2480360164034,0.703976722672482,"2","4",2.74616404095749,"0","0","3",0,1,0.00825321772323184
2169,"2","3",1.9697736270513,0.933117127232605,"1","2",3.24626730900747,"0","0","3",1,1,0.0136361683623389
2170,"1","1",2.50886508352615,0.641304034488921,"1","5",3.21684895371124,"1","1","1",1,1,0.00433321123138297
2171,"1","2",2.84290360945462,0.870129474332389,"1","7",3.67387472469907,"1","1","2",1,1,0.000866231503261372
2172,"3","3",2.36586708838748,0.447551538247678,"2","5",2.40269549479342,"0","1","2",1,1,0.359767206267467
2173,"2","3",1.83382569886122,0.628671513177843,"1","2",2.59766231538786,"0","1","3",0,1,0.133382402354283
2174,"2","3",3.17172403977718,0.624959187675082,"2","4",4.7181862600018,"1","0","2",0,1,0.0151999963549908
2175,"1","3",4.03856854657443,0.684739085355508,"2","6",4.18808476162647,"0","1","4",0,1,0.000616101221732945
2176,"1","3",2.27657112280147,0.493030394532447,"1","7",3.10126697676126,"1","0","2",0,1,0.479130791321969
2177,"2","3",2.65975407337217,0.49862099991615,"2","1",3.2025959273769,"0","0","2",0,1,0.160020083558822
2178,"1","3",2.28020443875167,0.90006187456958,"3","6",2.58967977688153,"1","0","3",1,1,0.0212831364677624
2179,"1","3",2.0516790024306,0.419968532737244,"1","7",4.28814962633396,"0","0","3",0,0,0.494064210344253
2180,"2","3",0.0773638607650748,0.761782105004289,"1","6",2.10315543616108,"0","0","4",1,1,0.358998073544173
2181,"2","4",1.28793309125235,0.803725534399312,"1","4",3.70628297593902,"1","0","4",0,1,0.0132740237897343
2182,"2","2",2.89048734521745,0.698631250030854,"2","5",4.79027632689744,"0","0","3",0,1,0.0107085446191357
2183,"2","2",2.00427995060398,0.980381041567154,"1","7",3.81689783975353,"1","1","3",0,1,0.00122867959660289
2184,"1","1",1.82732303512714,0.600685139319475,"1","7",3.6188682726323,"0","0","1",1,1,0.0312385946509892
2185,"1","2",2.73160404178334,0.155804457781592,"1","5",2.98613836500873,"0","0","4",1,1,0.399077650014083
2186,"2","3",2.47860408304725,0.940378392325852,"2","6",3.14441542780147,"0","1","2",1,1,0.00268995969369468
2187,"2","2",2.0800644189092,0.551353298626172,"2","4",3.569339527521,"1","1","3",0,1,0.0464740226527209
2188,"2","2",1.11038215311277,0.326909676535902,"1","5",3.81736492376592,"1","0","2",1,0,0.583981027856849
2189,"2","3",1.12690843660199,0.665908651938724,"2","3",4.34615585283594,"0","0","3",0,0,0.286036767123536
2190,"2","4",2.84561980917291,0.621558920428111,"1","1",4.17427780331416,"0","1","3",0,1,0.00847347698145606
2191,"2","3",3.2563887899257,0.886676364714809,"1","7",3.5205737076712,"0","0","4",1,1,0.000566699753811961
2192,"1","2",1.96868665079338,0.727708886367649,"2","1",4.41260387543739,"0","1","2",0,1,0.00393722977351296
2193,"2","3",0.421425752787725,0.748591225805557,"2","6",3.24088677690394,"1","0","2",0,1,0.652191781428114
2194,"1","3",3.16231261315636,0.628076389009873,"3","5",4.03376339182526,"0","1","4",0,1,0.00205941299352586
2195,"1","4",2.2195852695582,0.824212166244619,"1","1",4.36021901635026,"0","0","3",0,1,0.00604998613376018
2196,"2","3",1.79110332104284,0.524129846358881,"1","6",4.13415291360405,"1","0","4",0,0,0.268826710624861
2197,"2","4",1.56297125942514,0.598467069495978,"1","6",4.16679503356458,"0","0","3",0,1,0.39227342732411
2198,"1","6",2.77903839913138,0.62779065053453,"2","7",4.84734925151967,"1","0","5",0,1,0.045125493538252
2199,"1","3",1.63729404872741,0.805857828757983,"1","1",4.11767056604349,"0","0","2",0,1,0.0158641796175408
2200,"1","2",2.60768599846143,0.819847934489376,"1","4",3.49771673365807,"0","0","4",0,1,0.000291001451663941
2201,"1","3",2.34421831733603,0.742803482441456,"3","1",4.50385554804972,"0","1","2",1,1,0.0029831729725226
2202,"2","6",3.69547322168718,0.49784895017419,"1","5",4.4475285706313,"1","0","3",1,1,0.0897137012617972
2203,"2","2",0.835139484791492,0.551941892791594,"1","3",1.89010799643673,"1","0","4",0,1,0.390631598282453
2204,"1","5",2.94053258373305,0.544804928338217,"2","1",4.01695379812762,"0","0","3",1,1,0.0622503604976323
2205,"3","2",2.78829927995129,0.537747324617603,"2","4",4.12823970372217,"1","0","3",1,1,0.0360031514667878
2206,"2","3",2.24414191976406,0.505314385193636,"2","2",3.25620350933201,"0","0","2",0,0,0.384121490419048
2207,"2","3",2.97177668434801,0.447580176913626,"1","1",3.44782686805383,"1","0","2",0,1,0.155129953679057
2208,"2","2",2.9398524691563,0.624965688595131,"1","4",2.36377479157822,"1","1","2",0,1,0.00459323009585988
2209,"1","6",2.42302016135526,0.752436801351974,"1","2",3.34520342650224,"1","0","5",1,1,0.026898052530955
2210,"2","2",2.82370716994518,0.49405228816095,"3","6",3.16218835624971,"0","0","3",1,1,0.13947008520798
2211,"1","2",2.92831990904272,0.672060391012521,"3","6",4.47535150789557,"0","0","2",0,1,0.0104649112172376
2212,"1","3",4.10212714377819,0.336180515757143,"1","1",4.69384393704003,"0","1","2",0,1,0.0121939316060007
2213,"3","5",3.1569734034188,0.622439263454817,"1","2",3.08289116133181,"0","0","3",0,1,0.0664864063306998
2214,"1","2",3.73121352746345,0.661129844603195,"1","3",4.24562164075319,"0","1","2",0,1,0.000158085509054606
2215,"1","4",1.7412478213874,0.994804334511597,"2","1",4.16647642813995,"1","0","3",1,1,0.00510419934838724
2216,"2","5",1.46756937881895,0.53592565181775,"3","6",3.18595856306804,"0","0","3",0,0,0.486498896226857
2217,"2","5",3.25879836119984,0.801418996277902,"2","1",4.81095935374787,"0","0","3",0,1,0.00222535069379759
2218,"1","2",1.17511461414496,0.946214114029841,"1","3",4.71477597695641,"0","1","4",1,1,0.000242146090220219
2219,"1","4",1.72902573716739,0.581946470900195,"1","7",3.65590491677855,"0","0","3",0,1,0.361203117841821
2220,"2","3",3.66748023764528,0.669836422440123,"3","2",4.26555461874557,"1","0","3",0,1,0.0209372463130716
2221,"3","3",1.09117602865208,0.807007586537421,"1","5",4.36692531634934,"0","1","3",0,1,0.0457694725911871
2222,"2","4",2.71937710737536,0.629225255111545,"2","3",4.52931576106538,"1","1","3",1,1,0.0414377490508705
2223,"3","4",1.58670808546185,0.645496464773906,"1","4",3.80856471548821,"1","0","3",1,1,0.144587494207814
2224,"2","3",2.85457506536709,0.840052067148851,"1","1",3.61012236222666,"0","0","3",0,1,0.00234024013571776
2225,"1","2",1.82060367580588,0.79831282576412,"1","6",4.44741971117179,"0","1","2",1,1,0.00493041496560453
2226,"1","3",2.315725506055,0.843192026210151,"2","7",4.53612185459524,"0","0","3",0,1,0.0159024608550168
2227,"2","1",2.55492339703478,0.617117376307943,"1","2",4.7749194325639,"1","0","1",1,1,0.0112370831709766
2228,"1","1",2.73811165698284,0.558252915631098,"2","5",3.61509934038458,"1","0","1",0,1,0.0241239330313996
2229,"2","2",2.05873536196245,0.64745360273985,"2","7",4.03758632269202,"0","1","2",1,1,0.0291219149237772
2230,"1","3",3.0970728446569,0.711149019699176,"2","2",2.11233922811537,"0","0","3",1,1,0.0456510032614184
2231,"2","3",1.60063958317809,0.730902177726447,"1","4",3.62918996973468,"0","1","4",1,1,0.00397249588122461
2232,"2","3",3.97224666854088,0.961353394087267,"1","2",3.65254572820828,"0","1","2",0,1,0.000102618709764246
2233,"2","3",1.45324023890146,0.705930265955018,"1","7",4.23068425861142,"0","0","2",1,1,0.160864369198181
2234,"2","6",3.03030576802024,0.812564349586394,"1","1",4.82375109148215,"1","1","5",0,1,0.000428760256110383
2235,"2","3",1.93142204174382,0.411246654314553,"2","2",4.62236240274563,"0","0","4",0,0,0.351377821422044
2236,"2","4",2.35713208900444,0.578357295446808,"1","7",4.73071697127131,"0","0","4",1,1,0.0476871761976423
2237,"1","2",3.4177668819806,0.419403827430804,"1","1",4.32742127938889,"1","0","3",1,1,0.0341443635178899
2238,"1","3",2.18635765900298,0.659853123645699,"2","6",3.61688809240838,"1","1","2",1,1,0.0945063862108257
2239,"1","3",1.59837347059419,0.728061551270226,"2","1",3.90554681410328,"1","1","2",1,1,0.0381148817946295
2240,"2","3",1.18928668966846,0.941604059334835,"1","2",3.79257284375417,"1","0","3",0,1,0.0531395235212179
2241,"1","2",3.5368453352869,0.8410048819301,"2","5",4.84184437284548,"0","0","3",0,1,0.000723554147728067
2242,"2","5",1.66990106542298,0.565724044495887,"2","5",4.84078008595859,"1","1","2",1,1,0.299543147475672
2243,"2","3",2.23289249432444,0.709338072979875,"1","7",3.29640196975765,"0","0","4",1,1,0.0210024599119741
2244,"2","3",1.43919289725446,0.516240265145578,"1","4",2.49770586430745,"0","1","2",1,1,0.175518741198475
2245,"1","5",1.11378772582195,0.615179951315891,"2","3",4.57117185208623,"0","1","3",1,1,0.000101618310758722
2246,"2","3",2.19543401691365,0.601664649857695,"1","2",4.06124282682332,"0","0","4",1,1,0.060136587712006
2247,"2","6",2.50085289277347,0.525804137042557,"1","1",2.93685493131811,"0","0","5",0,1,0.063474682456746
2248,"2","3",2.98886874216914,0.482603053599915,"1","7",2.70300072838515,"1","1","2",1,1,0.150120252041091
2249,"2","2",2.89029006284838,0.716688843813034,"2","7",3.69877689184987,"0","0","2",0,1,0.0119399872608816
2250,"1","6",1.15615945626229,0.378952012697877,"2","7",4.75227097341721,"0","1","5",1,1,0.274323826417011
2251,"3","3",1.28157580973848,0.602798064514032,"1","1",3.9443750414823,"0","0","3",0,0,0.253259568849551
2252,"2","3",2.42777380796166,0.668069164519886,"1","1",3.54068105274413,"0","1","4",1,1,0.00284706899128351
2253,"1","3",2.67656005686218,0.818293177712586,"3","1",3.6167727539569,"0","0","3",1,1,0.00436991134476117
2254,"2","5",2.49928571244055,0.740881713602992,"1","4",3.2164192686487,"0","0","4",0,1,0.00299162197886593
2255,"2","3",1.23860907837235,0.538600914686264,"1","6",3.69954385066595,"0","1","2",0,1,0.359950252502933
2256,"2","3",4.14924828042948,0.622395010708168,"2","7",4.51998389831158,"0","1","3",0,1,0.00369524806995736
2257,"1","4",2.90297639471893,0.483562162437288,"1","1",4.97711038613893,"0","0","2",0,1,0.0526710533926531
2258,"1","2",3.40014129970522,0.717350724522246,"1","3",3.91692366628233,"0","1","3",1,1,0.000406021257324918
2259,"1","5",0.859951318341195,0.730836497448962,"1","4",4.83090819508352,"1","0","3",0,1,0.12751902054531
2260,"2","1",1.75202652482161,0.592742823458431,"2","2",3.81847652613076,"0","1","1",0,1,0.0288457722438623
2261,"2","3",2.04734235434739,0.518116449951374,"1","2",4.12061440872853,"0","0","4",0,0,0.154624604021918
2262,"1","2",3.34749342207174,0.804411406436523,"2","5",2.89241982757682,"1","0","3",0,1,0.00409040153232054
2263,"2","3",0.653070556817437,0.782210442067462,"1","2",4.6978413883305,"0","1","2",0,1,0.0799828416159033
2264,"2","1",1.97668796784918,0.305499389645127,"2","3",3.03250431674578,"0","1","1",0,1,0.195239706564855
2265,"1","3",2.81390691297523,0.487941200441707,"1","4",4.68933092885962,"0","0","3",0,1,0.0493396139191892
2266,"1","1",1.14165208671295,0.513308705177364,"3","4",3.05446222541862,"0","0","2",0,1,0.190913617202669
2267,"1","1",3.13610020109619,0.934305427144732,"1","3",4.64945257949621,"1","0","1",0,1,0.0000875762017255033
2268,"2","3",3.51098246182151,0.906659809818717,"2","5",4.12214654057848,"0","1","2",0,1,0.000442944641549037
2269,"2","3",1.9552049575542,0.324286385795035,"2","4",4.42999071590989,"0","1","4",0,1,0.136768918523259
2270,"1","2",2.9734795378054,0.619853799574297,"1","3",3.27197014113088,"0","1","2",1,1,0.00121158119505693
2271,"2","6",2.392347429762,0.560186345850838,"1","6",3.66707724658702,"1","0","5",0,1,0.160458507192457
2272,"2","6",2.02328574049727,0.828741842596837,"1","7",4.50378514968937,"1","0","5",1,1,0.014172471538221
2273,"2","2",1.31796663865786,0.581978120947043,"1","3",3.24482015485242,"1","0","3",0,0,0.360129512759987
2274,"1","6",3.06825200293956,0.997119929983081,"2","1",4.41154961626764,"0","0","5",1,1,0.000147624320521067
2275,"1","3",3.89864116310409,0.337518817677324,"2","2",3.00521773354352,"1","1","3",0,1,0.222429756837027
2276,"1","1",2.33311581590829,0.621143096526389,"1","2",3.34987582242222,"0","0","1",0,1,0.0149401555199972
2277,"2","2",2.2630024531369,0.469432305331203,"1","1",3.068126102278,"0","0","2",0,1,0.11223815904008
2278,"1","1",2.96225344168486,0.635362250262825,"2","5",4.54238676577534,"0","1","1",1,1,0.00150325599828194
2279,"1","2",1.59115173187923,0.730255335372801,"1","6",4.03488273936121,"0","0","2",1,1,0.0432437523576511
2280,"1","3",2.69802565395641,0.640232470934214,"1","6",4.73251538664837,"1","1","2",1,1,0.0248291912197931
2281,"2","3",4.52970109960632,0.875138611363588,"2","1",3.54945539744083,"0","0","2",0,1,0.000151027334081677
2282,"2","2",2.20733843537108,0.661094274009576,"2","4",4.48243476015817,"0","1","3",0,1,0.00538922255033558
2283,"1","3",2.40034104483138,0.870319536572525,"1","1",4.67789793244118,"0","1","4",0,1,0.000207130586325488
2284,"1","2",2.42702252588391,0.379474307738037,"1","4",2.6734111701238,"0","0","2",0,0,0.156605132447922
2285,"1","2",2.44038799476672,0.984796006876676,"1","4",4.19696648191765,"0","0","3",1,1,0.000200562204894394
2286,"1","3",1.7134133315261,0.628910142376176,"2","5",4.09446817760315,"0","0","2",1,1,0.259674175609608
2287,"2","2",4.21750313763892,0.420559838038074,"1","2",4.9465841209841,"1","0","3",0,1,0.0297854578144748
2288,"1","3",2.20509417172597,0.847132678681647,"1","6",2.86018920401308,"0","1","4",1,1,0.00208230312603808
2289,"1","1",2.95228603161173,0.723614905005802,"2","6",4.58723153444618,"0","0","1",0,1,0.00161837477586713
2290,"1","6",0.84891507608481,0.561711276827719,"1","2",4.75092292141008,"1","0","3",1,1,0.649725896325867
2291,"1","2",2.89433839126587,0.695215284077125,"2","3",3.73290908959335,"0","1","4",0,1,0.000225058581749371
2292,"2","2",2.4090969338437,0.729475461480706,"1","4",4.22877433098496,"0","1","3",1,1,0.00133909755262041
2293,"1","1",2.67954184075699,0.442315533585191,"1","4",2.08739128207095,"0","1","1",0,1,0.00754633034703489
2294,"1","2",3.20307719202096,0.566768122616675,"2","6",4.36126542512957,"1","1","2",0,1,0.0162312291787532
2295,"2","1",2.00894501755504,0.374084079630329,"2","6",3.01973598061824,"0","0","1",0,1,0.366346265685481
2296,"1","2",1.5684832979415,0.41596842390778,"2","4",4.23143395807222,"1","0","2",0,1,0.413926276117548
2297,"1","3",1.43588913681729,0.755142899402616,"2","5",3.10937083405467,"1","1","2",1,1,0.115059161264091
2298,"2","5",2.52363163000721,0.389446331531303,"2","2",4.09286634526997,"0","0","3",0,0,0.342488456591947
2299,"1","3",2.3373337113484,0.00358187593671822,"1","6",4.80569325192718,"0","1","4",1,0,0.168158175997119
2300,"1","2",4.36837116398532,0.564478516358906,"3","6",3.76506349666667,"0","1","2",0,1,0.00129417987488101
2301,"3","4",0.75937091494962,0.383455146316892,"2","3",4.60452215177563,"0","0","3",0,0,0.148688633819796
2302,"1","1",3.17921526675886,0.523304393732966,"1","1",4.34943841312811,"1","0","1",0,1,0.00330661572724789
2303,"1","3",1.67691349147609,0.634618071580918,"1","6",3.52429840483482,"0","0","2",1,1,0.248517025127359
2304,"1","3",2.95674743890106,0.953719986891091,"1","4",3.17473127428941,"0","0","3",0,1,0.000451411059477214
2305,"3","2",2.62007415194395,0.891497414959487,"2","1",4.08266898071068,"0","0","2",1,1,0.000884025624481977
2306,"1","1",1.69120651008091,0.917250493474683,"2","2",4.74395469321926,"0","1","2",1,1,0.00150921929844716
2307,"1","4",3.01575133241494,0.740995730191355,"1","4",4.36456107051085,"0","0","3",1,1,0.00307719760229352
2308,"1","3",3.43221883760259,0.527499159734183,"1","6",3.49304691601869,"0","1","2",1,1,0.0235880531199337
2309,"3","4",3.69327682526164,0.25838389614034,"3","6",4.68164727117566,"0","0","4",1,1,0.195744017498765
2310,"2","6",1.6172379892712,0.507073491953779,"2","5",3.9754662148792,"0","0","5",1,1,0.433966965037139
2311,"2","3",2.12764137252625,0.514558336640424,"3","7",4.47211844984521,"0","1","2",0,1,0.107372003622398
2312,"1","3",3.15900981322698,0.2536222601866,"2","1",3.70128281536249,"0","0","2",1,1,0.387283143654066
2313,"1","2",2.40834851944132,0.92451869344033,"2","6",3.39738420458305,"1","0","3",1,1,0.0046892732648135
2314,"1","3",2.20371877388128,0.291779428244546,"1","2",3.6976918308523,"0","0","2",0,0,0.235152699032204
2315,"1","3",2.4423907189897,0.442009465511792,"3","2",3.03223593787538,"0","0","2",0,1,0.22807240097913
2316,"2","1",2.381145122935,0.753843983725808,"3","6",2.74402321225247,"0","0","1",1,1,0.00488900226963318
2317,"2","4",2.30231704911976,0.665483501893111,"1","4",4.71556138225368,"0","0","2",1,1,0.0188518530745546
2318,"1","3",2.47978412257814,0.814245302841046,"2","1",3.2638215315643,"0","1","3",0,1,0.00325058430944192
2319,"2","2",2.40601484689362,0.722637211890181,"1","7",4.49191408598856,"0","0","4",0,1,0.00357936829986294
2320,"1","2",4.46880364399239,0.662184172706947,"2","7",4.46457388903565,"0","0","4",0,1,0.000345450578799089
2321,"1","4",2.30232006991603,0.696718531744785,"1","5",3.7124218624953,"0","0","3",0,1,0.06377904596148
2322,"1","4",2.74519693475256,0.654171887832704,"2","3",3.98915964296993,"1","1","3",1,1,0.0319956021253274
2323,"1","4",2.92112404408171,0.852661925028142,"2","7",3.7721601821281,"1","1","4",1,1,0.00120915626774099
2324,"2","4",2.26298430889,0.671540003726213,"1","6",3.6889923537973,"1","0","3",0,1,0.149078563793855
