"u_id","u_gender","u_age","u_weekly_utilisation","u_sub_utilisation","u_format_pref","u_genre_pref","u_rating_given","u_other_sub","u_plan","u_occupation","baseline_score","treated","treatment_score","total_score","resub"
1717,1,2,4,0.4,1,1,2.81,0,1,3,894.594874051873,0,0,894.594874051873,1
1718,1,2,4,0.92,2,3,1.32,0,2,3,757.694874051873,1,85.4212930666998,843.116167118573,1
1719,1,2,2,0.93,1,7,4.51,1,1,2,683.494874051873,1,287.991437257837,971.48631130971,1
1720,1,2,0,0.32,1,7,2.66,1,2,2,331.694874051873,0,0,331.694874051873,0
1721,1,3,6,0.91,1,4,3.17,1,2,3,1143.89487405187,1,113.17427594786,1257.06914999973,1
1722,1,1,3,0.39,1,7,4.19,1,1,1,772.294874051873,1,424.425679307076,1196.72055335895,1
1723,1,6,6,0.98,2,3,2.36,0,2,5,1047.49487405187,0,0,1047.49487405187,1
1724,2,3,5,0.23,2,4,1.57,0,1,4,825.494874051873,0,0,825.494874051873,1
1725,2,2,0,0.3,2,6,1.08,0,1,2,155.094874051873,0,0,155.094874051873,0
1726,2,1,0,0.38,1,4,1.83,0,1,1,442.994874051873,1,306.560429915366,749.555303967239,1
1727,1,1,4,0.64,2,7,2.26,1,1,1,723.294874051873,0,0,723.294874051873,1
1728,2,2,1,0.5,1,7,1.88,1,2,2,431.094874051873,0,0,431.094874051873,0
1729,2,2,1,0.75,1,4,2.4,0,2,2,624.594874051873,1,186.73330635546,811.328180407333,1
1730,2,4,5,0.08,2,6,2.77,0,1,3,725.994874051873,1,168.586836710963,894.581710762836,1
1731,1,4,4,0.31,1,2,1.43,0,1,4,733.894874051873,0,0,733.894874051873,1
1732,1,2,2,0.29,2,7,3.53,1,2,3,501.294874051873,1,218.846326054164,720.141200106037,1
1733,1,1,3,0.88,2,2,0.1,1,1,1,531.494874051873,1,330.268876462638,861.763750514511,1
1734,2,6,5,0.15,1,1,0.22,1,2,3,782.594874051873,0,0,782.594874051873,1
1735,1,2,2,0.49,1,3,1.14,1,1,4,517.794874051873,0,0,517.794874051873,1
1736,2,4,3,0.31,1,4,1.82,1,1,4,663.394874051873,0,0,663.394874051873,1
1737,1,2,1,0.06,2,3,2.4,1,1,2,249.894874051873,0,0,249.894874051873,0
1738,1,3,1,0.57,1,3,3.25,0,2,4,563.694874051873,1,158.189005358203,721.883879410076,1
1739,1,4,2,0.07,1,5,3.22,1,1,3,447.194874051873,1,198.164738202301,645.359612254174,1
1740,1,3,7,0.7,1,5,3.47,1,1,2,1116.59487405187,0,0,1116.59487405187,1
1741,1,4,4,0.46,1,7,0.38,1,2,3,635.894874051873,0,0,635.894874051873,1
1742,1,2,5,0.73,2,6,1.7,1,2,4,871.994874051873,1,297.792287167963,1169.78716121984,1
1743,1,3,0,0.95,2,4,1.46,1,2,2,273.594874051873,1,157.351265145264,430.946139197136,1
1744,2,6,7,0.09,1,7,1.57,0,2,3,1047.29487405187,1,128.142673206725,1175.4375472586,1
1745,1,4,6,0.72,1,4,4.56,0,2,3,1243.69487405187,1,81.5800675984268,1325.2749416503,1
1746,1,4,4,0.14,2,5,1.97,0,1,4,638.794874051873,1,219.602481087116,858.397355138989,1
1747,1,3,1,0.67,2,6,2.96,0,2,3,402.194874051873,1,58.986424657582,461.181298709455,1
1748,2,1,2,0.57,2,1,4.07,0,1,1,709.694874051873,0,0,709.694874051873,1
1749,1,2,2,0.23,1,1,1.32,1,1,3,512.994874051873,1,291.951473161949,804.946347213822,1
1750,1,4,0,0.54,1,7,4.03,0,2,2,423.794874051873,1,67.7183236855724,491.513197737445,1
1751,1,2,5,0.52,1,6,2.18,1,2,4,968.694874051873,0,0,968.694874051873,1
1752,1,3,4,0.32,1,5,3.52,0,2,3,829.694874051873,0,0,829.694874051873,1
1753,1,2,2,0.8,3,4,1.76,1,2,4,619.094874051873,0,0,619.094874051873,0
1754,1,4,5,0.57,1,3,2.07,1,2,3,849.694874051873,0,0,849.694874051873,1
1755,1,3,7,0.33,1,3,4.52,0,2,2,1225.99487405187,0,0,1225.99487405187,1
1756,2,4,4,0.06,2,4,1.43,1,2,3,616.394874051873,0,0,616.394874051873,1
1757,2,2,3,0.16,2,7,2.87,1,1,4,576.394874051873,0,0,576.394874051873,1
1758,1,3,0,0.82,2,1,3.61,1,1,4,374.194874051873,1,267.387020973414,641.581895025287,1
1759,2,3,0,0.03,1,3,1.17,1,2,2,159.494874051873,1,126.547018554858,286.041892606731,1
1760,1,4,5,0.43,1,7,2.84,1,2,3,869.994874051873,1,191.332083660855,1061.32695771273,1
1761,1,1,1,0.75,1,2,3.27,1,1,1,543.094874051873,1,337.31023429202,880.405108343893,1
1762,1,5,3,0.08,1,5,4.84,1,2,3,694.494874051873,0,0,694.494874051873,1
1763,2,2,7,0.58,3,4,3.15,0,2,2,1229.99487405187,0,0,1229.99487405187,1
1764,1,2,0,0.03,1,5,2.32,1,1,2,226.994874051873,0,0,226.994874051873,0
1765,2,2,0,0.34,2,3,0.69,0,1,2,140.794874051873,1,201.976996715678,342.771870767551,0
1766,1,2,6,0.14,1,6,3.18,1,1,3,974.294874051873,1,310.52920891504,1284.82408296691,1
1767,2,1,6,0.74,2,4,3.7,1,1,1,1118.29487405187,1,402.749576399859,1521.04445045173,1
1768,2,3,6,0.45,2,6,4.17,1,1,3,904.094874051873,0,0,904.094874051873,1
1769,1,2,1,0.43,1,2,2.92,1,2,2,473.994874051873,1,188.198000603958,662.192874655831,1
1770,1,4,3,0.78,1,3,1.26,0,2,3,661.494874051873,1,30.0503361145919,691.545210166465,1
1771,2,2,6,0.7,2,7,2.21,0,2,2,1003.59487405187,1,155.077861214197,1158.67273526607,1
1772,2,2,3,0.12,1,4,0.42,0,2,2,673.694874051873,1,162.874514792624,836.569388844497,1
1773,1,3,6,0.4,2,5,4.66,0,2,3,1027.09487405187,1,79.2745900710262,1106.3694641229,1
1774,1,5,0,0.23,2,3,3.43,1,1,3,148.494874051873,0,0,148.494874051873,0
1775,2,5,6,0.12,2,4,2.34,0,2,4,1014.69487405187,1,165.190404044065,1179.88527809594,1
1776,1,2,7,0.8,1,5,3.49,0,2,3,1295.59487405187,1,151.42881828015,1447.02369233202,1
1777,2,1,2,0.75,1,7,2.78,1,1,1,633.594874051873,1,357.900466289509,991.495340341382,1
1778,2,4,4,0.76,1,2,4.04,0,1,4,922.894874051873,1,192.207952029327,1115.1028260812,1
1779,1,1,1,0.7,2,4,3.85,0,2,1,650.594874051873,1,267.496103368506,918.090977420379,1
1780,1,2,7,0.43,1,1,4.44,1,1,4,1329.99487405187,0,0,1329.99487405187,1
1781,1,3,5,0.98,1,6,2.46,0,2,2,977.494874051873,0,0,977.494874051873,1
1782,1,3,5,0.44,2,2,1.81,1,1,3,669.794874051873,1,164.743425487772,834.538299539645,1
1783,1,3,4,0.39,2,7,1.13,1,2,2,564.294874051873,1,153.954287506879,718.249161558752,1
1784,1,2,7,0.63,1,2,1.18,1,2,2,1102.99487405187,0,0,1102.99487405187,1
1785,1,2,1,0.35,3,6,0.71,1,2,2,253.094874051873,0,0,253.094874051873,0
1786,1,3,0,0.98,1,3,3.99,0,1,2,428.994874051873,0,0,428.994874051873,1
1787,1,2,2,0.53,2,6,3.5,0,1,3,535.994874051873,1,219.208588376353,755.203462428226,1
1788,1,2,7,0.35,1,3,4.75,1,1,2,1195.09487405187,1,256.853927031939,1451.94880108381,1
1789,1,3,5,0.21,2,5,0.92,1,1,4,655.394874051873,1,346.27309144942,1001.66796550129,1
1790,2,1,3,0.78,1,4,3.5,0,1,1,923.494874051873,1,315.335043553554,1238.82991760543,1
1791,1,5,6,0.82,2,5,3.5,1,2,3,968.694874051873,1,126.362575434073,1095.05744948595,1
1792,2,1,7,0.34,2,2,4.02,0,2,1,1222.29487405187,0,0,1222.29487405187,1
1793,1,2,3,0.49,1,3,4.56,1,1,2,743.794874051873,1,236.711122291397,980.50599634327,1
1794,1,4,0,0.57,1,3,2.49,1,1,3,245.694874051873,1,186.641044583458,432.335918635331,0
1795,1,3,2,0.85,1,3,2.52,1,1,3,513.594874051873,0,0,513.594874051873,1
1796,1,4,5,0.12,3,7,3.23,1,2,2,749.194874051873,1,170.116246962888,919.31112101476,1
1797,2,3,2,0.73,2,4,2.15,0,1,3,514.494874051873,1,187.064399110784,701.559273162657,1
1798,1,3,2,0.76,2,7,4.53,0,2,2,607.394874051873,1,146.647675948898,754.04255000077,1
1799,1,5,7,0.26,2,5,3.46,0,2,3,1063.89487405187,1,67.8848139167244,1131.7796879686,1
1800,1,3,6,0.88,1,6,0.1,0,2,3,961.494874051873,1,81.3273900245048,1042.82226407638,1
1801,2,4,1,0.92,1,3,4.04,1,1,3,483.694874051873,1,183.129570638586,666.824444690459,1
1802,2,2,2,0.75,1,3,3.83,1,1,2,626.094874051873,1,233.609655186632,859.704529238505,1
1803,1,1,3,0.55,1,2,3.24,1,1,1,745.594874051873,0,0,745.594874051873,1
1804,2,2,3,0.86,2,7,0.92,0,2,4,674.894874051873,1,284.281168292426,959.176042344299,1
1805,2,4,2,0.31,2,6,4.32,1,2,3,483.394874051873,1,166.565597333759,649.960471385632,1
1806,1,4,5,0.65,1,6,2.48,0,2,2,935.594874051873,0,0,935.594874051873,0
1807,1,6,4,0.2,2,5,3.46,1,2,3,656.094874051873,0,0,656.094874051873,1
1808,1,2,1,0.29,1,5,1.64,0,2,3,446.794874051873,1,160.671459264814,607.466333316687,1
1809,1,4,6,0.77,1,6,5,0,2,3,1192.19487405187,1,111.187324895221,1303.38219894709,1
1810,1,2,6,0.3,1,4,0.79,0,1,3,1010.59487405187,0,0,1010.59487405187,1
1811,1,2,5,0.24,1,5,2.6,0,2,4,1008.29487405187,0,0,1008.29487405187,1
1812,2,2,2,0.41,2,2,1.66,1,2,2,423.394874051873,0,0,423.394874051873,1
1813,1,3,3,0.15,1,5,4.17,0,1,3,675.094874051873,1,141.390902725159,816.485776777032,1
1814,2,3,2,0.96,2,7,0.14,1,1,3,308.894874051873,1,207.460509255354,516.355383307227,1
1815,2,2,3,0.6,2,3,0.21,1,2,2,490.594874051873,0,0,490.594874051873,1
1816,1,3,3,0.88,2,5,0.53,0,2,4,597.994874051873,1,226.115267675376,824.110141727249,1
1817,2,2,3,0.81,2,4,2.73,1,2,3,723.894874051873,0,0,723.894874051873,1
1818,2,3,2,0.44,2,5,2.66,1,1,3,367.294874051873,1,206.398312405066,573.693186456939,1
1819,2,4,7,0.73,1,3,3.73,1,2,3,1183.49487405187,0,0,1183.49487405187,1
1820,1,3,5,0.17,1,1,2.52,0,2,3,955.194874051873,0,0,955.194874051873,1
1821,1,2,6,0.58,3,3,1.31,0,1,2,892.994874051873,1,168.548615018119,1061.54348906999,1
1822,2,5,6,0.88,2,1,4.13,0,2,4,1202.99487405187,1,161.87024630849,1364.86512036036,1
1823,1,3,5,0.77,3,7,0.37,1,1,2,640.694874051873,1,202.936080902827,843.6309549547,1
1824,1,2,1,0.92,1,2,1.17,1,1,3,400.194874051873,1,250.042854280586,650.237728332459,1
1825,2,3,5,0.4,1,1,0.26,1,2,2,817.094874051873,1,139.811942314369,956.906816366242,1
1826,1,4,4,0.29,3,7,3.75,0,1,3,687.294874051873,0,0,687.294874051873,1
1827,1,2,5,0.78,1,1,2.91,1,1,3,1008.99487405187,0,0,1008.99487405187,1
1828,1,2,1,0.77,2,2,2.18,1,1,3,331.194874051873,1,260.269840777216,591.464714829089,1
1829,2,2,0,0.01,1,2,0.25,1,1,3,120.894874051873,1,230.017343102532,350.912217154405,0
1830,1,2,7,0.15,2,2,0.44,1,2,2,903.594874051873,1,156.776752661035,1060.37162671291,1
1831,2,1,6,0.97,2,7,3.77,0,1,1,1126.69487405187,1,350.13308641175,1476.82796046362,1
1832,2,3,0,0.83,1,5,0.28,0,1,3,223.994874051873,0,0,223.994874051873,0
1833,1,1,1,0.02,1,3,0.4,1,1,1,304.694874051873,1,317.517442555976,622.212316607849,1
1834,1,3,0,0.57,2,6,2.5,1,1,2,146.194874051873,0,0,146.194874051873,0
1835,2,2,2,0.18,2,1,1.45,1,1,2,412.994874051873,0,0,412.994874051873,1
1836,2,2,7,0.65,2,5,2.59,1,2,3,1076.09487405187,0,0,1076.09487405187,1
1837,2,2,6,0.86,1,3,2.72,0,1,2,1099.89487405187,0,0,1099.89487405187,1
1838,1,4,4,0.74,1,3,1.35,0,2,3,775.794874051873,0,0,775.794874051873,1
1839,1,3,6,0.93,2,5,2.38,0,2,4,1041.99487405187,1,191.400011710354,1233.39488576223,1
1840,2,2,3,0.87,1,2,4.94,0,2,2,917.194874051873,0,0,917.194874051873,0
1841,2,4,3,0.05,2,4,4.08,0,1,3,637.594874051873,0,0,637.594874051873,1
1842,1,3,3,0.45,1,2,4.8,1,2,3,740.594874051873,0,0,740.594874051873,1
1843,1,4,0,0.52,2,1,1.86,0,2,3,292.694874051873,1,84.3980406588777,377.092914710751,0
1844,1,2,1,0.45,3,3,0.82,1,2,2,271.594874051873,0,0,271.594874051873,0
1845,1,6,5,0.77,1,5,3.23,0,2,3,988.694874051873,0,0,988.694874051873,1
1846,1,4,4,0.72,1,4,3.88,1,2,3,924.694874051873,0,0,924.694874051873,1
1847,2,3,5,0.36,1,1,3.51,1,2,2,974.394874051873,1,113.727804523848,1088.12267857572,1
1848,1,3,6,0.12,1,7,0.53,0,2,4,944.194874051873,0,0,944.194874051873,1
1849,1,6,4,0.91,1,1,0.83,0,1,5,861.894874051873,1,161.004019043031,1022.8988930949,1
1850,2,3,6,0.49,2,7,4.74,0,2,3,1042.79487405187,0,0,1042.79487405187,1
1851,2,2,6,0.91,1,2,0.38,0,1,3,989.394874051873,1,162.984801704963,1152.37967575684,1
1852,1,5,3,0.38,2,3,3.61,1,1,3,521.994874051873,1,175.353131820864,697.348005872737,1
1853,1,6,6,0.38,1,2,4.31,0,1,5,1116.99487405187,1,95.0058413720918,1212.00071542396,1
1854,1,5,5,0.81,2,5,1.04,0,1,3,734.394874051873,0,0,734.394874051873,1
1855,1,5,3,0.58,2,1,2.43,0,2,3,673.994874051873,0,0,673.994874051873,1
1856,2,2,7,0.18,1,4,1.35,1,1,3,1082.99487405187,1,306.977128531664,1389.97200258354,1
1857,2,6,2,0.35,2,4,3.57,0,1,3,536.094874051873,0,0,536.094874051873,1
1858,1,3,5,0.46,1,1,3.77,1,1,3,950.394874051873,1,201.951044676498,1152.34591872837,1
1859,2,4,2,0.5,1,6,0.2,0,1,3,407.094874051873,0,0,407.094874051873,1
1860,1,2,4,0.02,1,1,2.85,0,2,2,897.194874051873,1,158.193143401267,1055.38801745314,1
1861,1,1,4,0.5,2,4,1.17,1,2,1,780.594874051873,0,0,780.594874051873,1
1862,1,6,7,0.23,1,6,3.03,0,2,5,1198.49487405187,0,0,1198.49487405187,1
1863,1,4,6,0.59,1,1,4.99,0,1,3,1198.29487405187,1,168.045285713063,1366.34015976494,1
1864,2,2,7,0.43,1,5,4.11,0,2,3,1278.49487405187,0,0,1278.49487405187,1
1865,1,1,3,0.93,2,7,0.96,1,2,1,630.994874051873,1,341.03709584433,972.031969896202,1
1866,2,1,5,0.93,1,6,0.8,1,2,1,952.994874051873,1,342.792459428061,1295.78733347993,1
1867,2,4,0,0.72,3,3,3.9,0,2,3,340.694874051873,1,29.8582426352263,370.553116687099,0
1868,2,3,2,0.04,2,7,0.21,0,1,2,247.794874051873,1,176.695250631618,424.490124683491,1
1869,2,2,0,0.25,2,6,2.64,0,1,2,226.594874051873,1,238.015832245799,464.610706297672,1
1870,1,5,6,0.64,1,3,3.35,0,1,3,1042.79487405187,1,74.8076074487019,1117.60248150057,1
1871,1,2,0,0.85,3,1,1,0,2,2,352.594874051873,1,205.472491760417,558.06736581229,1
1872,2,3,6,0.83,1,3,0.45,0,1,3,922.494874051873,1,77.355755968338,999.850630020211,1
1873,1,4,1,0.09,1,6,4.37,1,2,4,502.294874051873,0,0,502.294874051873,1
1874,1,1,7,0.47,1,3,4.39,1,1,1,1252.69487405187,0,0,1252.69487405187,1
1875,1,6,2,0.52,1,3,3.99,1,2,5,654.194874051873,1,135.534447851009,789.729321902882,1
1876,2,3,3,0.11,2,1,4.03,0,2,3,692.894874051873,0,0,692.894874051873,1
1877,1,1,3,0.63,2,3,4.15,0,2,1,806.494874051873,1,194.22662612429,1000.72150017616,1
1878,2,3,3,0.26,2,2,2.1,0,1,2,485.894874051873,1,131.154403967197,617.04927801907,1
1879,2,3,2,0.27,2,4,3.98,1,2,2,541.194874051873,1,180.207041617084,721.401915668957,1
1880,2,4,7,0.16,1,2,0.23,1,2,3,934.394874051873,1,113.273219147148,1047.66809319902,1
1881,1,3,1,0.22,1,4,1.79,1,1,3,360.194874051873,1,228.360569722606,588.555443774479,1
1882,1,2,6,0.98,2,1,0.72,1,1,2,940.494874051873,1,285.474234470294,1225.96910852217,1
1883,2,6,6,0.04,2,4,0.94,0,2,5,934.294874051873,0,0,934.294874051873,1
1884,2,2,5,0.23,2,4,1.05,1,2,4,854.494874051873,1,293.371459494459,1147.86633354633,1
1885,1,3,0,0.63,1,5,4.84,1,2,4,480.994874051873,1,235.817063574633,716.811937626506,1
1886,2,1,1,0.08,1,2,2.15,1,1,1,399.994874051873,1,326.370867571614,726.365741623487,1
1887,2,2,4,0.17,2,2,1.57,1,2,4,677.694874051873,1,265.302934102938,942.997808154811,1
1888,1,3,0,0.95,1,6,3.83,0,2,2,467.094874051873,0,0,467.094874051873,1
1889,2,6,0,0.81,1,5,2.65,1,2,3,334.894874051873,0,0,334.894874051873,0
1890,1,3,6,0.11,1,2,1.03,1,2,3,852.894874051873,0,0,852.894874051873,1
1891,1,2,6,0.23,2,3,2.63,1,2,2,908.494874051873,0,0,908.494874051873,1
1892,1,2,2,0.14,2,6,2.87,0,2,3,503.794874051873,0,0,503.794874051873,1
1893,2,4,6,0.3,2,6,1.01,1,1,3,726.594874051873,0,0,726.594874051873,1
1894,2,4,0,0.76,1,3,3.52,1,2,3,371.894874051873,0,0,371.894874051873,0
1895,2,2,6,0.8,3,2,1.55,1,1,3,878.594874051873,0,0,878.594874051873,1
1896,2,3,3,0.38,1,5,2.68,0,1,2,630.494874051873,1,173.544970843494,804.039844895367,1
1897,1,1,1,0.84,1,5,1.78,0,1,1,535.294874051873,0,0,535.294874051873,1
1898,1,2,5,0.3,2,4,0.62,1,2,2,782.094874051873,0,0,782.094874051873,1
1899,1,2,4,0.84,2,5,1.96,1,1,2,674.294874051873,1,275.99420954856,950.289083600433,1
1900,1,3,6,0.99,3,5,0.18,0,2,3,879.794874051873,1,60.240662446817,940.03553649869,1
1901,2,4,2,0.04,1,6,4.98,1,1,3,531.294874051873,0,0,531.294874051873,1
1902,1,1,3,0.06,1,7,2.24,1,1,1,631.894874051873,1,385.023129241608,1016.91800329348,1
1903,1,1,5,0.12,2,2,2.05,0,2,1,865.194874051873,0,0,865.194874051873,1
1904,1,1,0,0.65,1,6,3.45,0,1,1,479.094874051873,1,327.695062282356,806.789936334229,1
1905,2,2,4,0.79,2,6,4.08,0,1,3,828.794874051873,0,0,828.794874051873,0
1906,2,3,3,0.64,1,2,4.91,0,2,3,825.794874051873,0,0,825.794874051873,1
1907,1,4,3,0.53,2,4,3.73,1,1,3,627.494874051873,1,229.241725339641,856.736599391514,1
1908,2,5,0,0.78,2,2,0.61,1,2,3,128.994874051873,0,0,128.994874051873,0
1909,1,6,1,0.45,1,3,1.88,1,2,5,424.594874051873,1,116.262698543271,540.857572595144,1
1910,1,4,1,0.8,2,6,0.14,1,2,3,223.094874051873,0,0,223.094874051873,0
1911,1,6,4,0.88,3,6,2.01,0,2,3,726.994874051873,1,120.732946362608,847.727820414481,1
1912,1,3,7,0.1,2,3,0.84,1,1,3,807.094874051873,0,0,807.094874051873,1
1913,2,2,0,0.1,1,3,3.8,0,1,3,365.094874051873,1,191.562001079083,556.656875130956,1
1914,1,3,5,0.74,2,6,0.89,0,1,3,717.794874051873,0,0,717.794874051873,1
1915,1,3,3,0.86,1,4,0.21,0,2,4,759.394874051873,1,204.07508759369,963.469961645563,1
1916,1,4,3,0.02,1,7,1.44,1,1,3,466.694874051873,0,0,466.694874051873,1
1917,1,3,1,0.54,2,6,0.97,1,1,2,180.794874051873,1,238.502485569122,419.297359620995,1
1918,2,3,0,0.77,1,3,3.29,1,2,2,361.694874051873,0,0,361.694874051873,0
1919,2,3,6,0.89,2,7,2.43,1,1,3,874.294874051873,0,0,874.294874051873,1
1920,2,2,1,0.54,2,4,0.09,1,1,2,276.794874051873,0,0,276.794874051873,0
1921,2,2,1,0.84,2,3,0.02,1,1,2,232.294874051873,0,0,232.294874051873,0
1922,1,3,6,0.73,1,3,1.67,1,2,2,965.494874051873,0,0,965.494874051873,1
1923,1,3,5,0.06,1,4,4.58,1,2,2,988.894874051873,0,0,988.894874051873,1
1924,2,3,6,0.71,1,6,0.91,1,1,4,934.894874051873,0,0,934.894874051873,1
1925,1,5,7,0.85,3,1,2.55,1,1,4,1130.09487405187,0,0,1130.09487405187,1
1926,1,1,5,0.04,3,4,2.7,1,1,1,862.294874051873,0,0,862.294874051873,1
1927,1,3,1,0.64,1,3,4.5,1,1,3,470.294874051873,0,0,470.294874051873,0
1928,1,3,7,0.71,1,6,4.33,1,2,4,1270.89487405187,0,0,1270.89487405187,1
1929,2,4,5,0.13,2,5,2.87,0,2,3,787.494874051873,0,0,787.494874051873,1
1930,1,4,6,0.3,2,5,2.31,1,2,3,841.594874051873,1,164.027105365247,1005.62197941712,1
1931,1,3,1,0.37,2,7,1.47,0,1,2,238.694874051873,0,0,238.694874051873,0
1932,1,2,6,0.93,1,1,4.12,0,1,3,1258.99487405187,1,233.407396390082,1492.40227044195,1
1933,2,2,7,0.32,2,2,3.75,1,2,2,1091.19487405187,0,0,1091.19487405187,1
1934,1,3,0,0.03,2,1,0.75,1,2,2,118.494874051873,1,154.354154916887,272.84902896876,0
1935,2,2,6,0.01,2,7,1.13,1,1,4,814.894874051873,1,381.401524341772,1196.29639839365,1
1936,1,3,7,0.66,2,6,0.51,1,2,3,913.394874051873,1,174.944629134591,1088.33950318646,1
1937,1,2,0,0.04,2,5,1.09,1,1,2,66.7948740518729,0,0,66.7948740518729,0
1938,1,2,1,0.82,2,1,2.06,1,2,4,521.694874051873,0,0,521.694874051873,1
1939,1,4,3,0.62,1,4,1.44,1,1,3,624.694874051873,0,0,624.694874051873,1
1940,2,2,3,0.19,2,7,2.02,1,1,4,537.794874051873,0,0,537.794874051873,1
1941,2,4,0,0.12,1,6,0.61,1,1,3,93.1948740518729,1,232.371294487455,325.566168539328,0
1942,1,4,1,0.83,1,6,0.09,1,2,3,324.494874051873,1,147.771542456047,472.26641650792,1
1943,1,6,1,0.7,1,3,2.51,1,2,5,488.594874051873,0,0,488.594874051873,1
1944,1,4,1,0.08,1,6,3.48,1,2,2,396.494874051873,0,0,396.494874051873,1
1945,1,3,3,0.12,3,3,0.8,0,1,3,402.694874051873,1,143.874384780161,546.569258832034,1
1946,2,4,0,0.89,2,7,1.46,0,1,3,190.794874051873,0,0,190.794874051873,0
1947,1,2,6,0.67,2,1,1.04,0,2,2,1021.19487405187,0,0,1021.19487405187,1
1948,1,1,6,0.96,2,2,3.23,0,2,1,1148.39487405187,1,188.502535714565,1336.89740976644,1
1949,2,3,3,0.79,2,6,2.58,1,1,3,523.794874051873,1,231.190000674379,754.984874726252,1
1950,1,4,0,0.51,1,3,1.34,1,2,3,230.394874051873,0,0,230.394874051873,0
1951,2,3,2,0.6,3,7,4.69,1,2,2,539.594874051873,1,153.710216003979,693.305090055852,0
1952,1,2,2,0.77,2,7,4.79,0,2,2,681.694874051873,1,145.528255895349,827.223129947222,1
1953,1,3,4,0.7,1,6,2.87,0,2,3,846.594874051873,0,0,846.594874051873,1
1954,1,4,6,0.45,2,1,2.12,0,2,2,986.594874051873,0,0,986.594874051873,1
1955,1,3,6,0.42,2,4,3.45,0,1,3,999.194874051873,1,156.26146481999,1155.45633887186,1
1956,1,3,7,0.53,1,5,2.85,1,2,2,1113.49487405187,1,139.412405108361,1252.90727916023,1
1957,1,3,4,1,2,1,0.48,0,2,2,746.094874051873,0,0,746.094874051873,1
1958,2,3,1,0.77,2,3,4.32,0,2,2,483.194874051873,0,0,483.194874051873,1
1959,1,3,3,0.29,1,1,3.09,1,1,4,724.294874051873,0,0,724.294874051873,1
1960,1,2,2,0.55,2,4,4.32,0,1,2,659.594874051873,0,0,659.594874051873,1
1961,1,4,0,0.57,1,3,3.61,0,1,3,356.694874051873,0,0,356.694874051873,0
1962,1,4,4,0.36,1,1,2.29,1,2,3,798.394874051873,0,0,798.394874051873,1
1963,1,3,6,0.8,1,4,2.11,0,1,2,1081.59487405187,1,155.635671315126,1237.230545367,1
1964,2,3,5,0.45,1,2,0.43,0,1,2,757.094874051873,0,0,757.094874051873,1
1965,2,4,2,0.84,1,3,4.64,0,1,4,733.294874051873,1,205.508791796627,938.8036658485,1
1966,2,3,4,0.42,1,7,2.34,1,1,4,738.694874051873,0,0,738.694874051873,0
1967,1,4,0,0.24,1,4,3.97,0,2,3,461.794874051873,1,56.6861424790705,518.481016530943,1
1968,1,2,0,0.09,3,6,3.17,1,2,2,227.294874051873,0,0,227.294874051873,0
1969,1,3,1,0.89,1,4,0.29,0,1,3,427.294874051873,0,0,427.294874051873,1
1970,1,2,3,0.25,3,3,3.35,0,1,3,607.094874051873,1,195.349666997876,802.444541049749,1
1971,1,3,4,0.77,2,2,1.11,1,1,2,562.694874051873,0,0,562.694874051873,1
1972,1,2,0,0.22,1,2,4.6,0,2,4,530.694874051873,0,0,530.694874051873,1
1973,2,4,0,0.16,1,6,1.74,0,2,4,319.894874051873,1,219.820261774878,539.715135826751,1
1974,1,3,0,0.83,1,7,2.14,1,1,2,261.994874051873,1,223.955315883007,485.95018993488,1
1975,2,3,6,0.22,1,2,4.14,0,2,2,1077.69487405187,1,51.6629771010192,1129.35785115289,1
1976,2,4,1,0.73,2,4,2.91,0,2,4,547.494874051873,1,202.719097286124,750.213971337997,1
1977,2,2,2,0.38,2,2,4.22,1,2,2,547.494874051873,1,175.814074878253,723.308948930126,1
1978,1,2,1,0.47,2,6,3.17,0,2,3,446.694874051873,0,0,446.694874051873,1
1979,1,4,0,0.86,1,6,0.06,1,1,3,161.894874051873,0,0,161.894874051873,0
1980,1,2,6,0.89,1,7,3.2,1,2,4,1182.79487405187,0,0,1182.79487405187,1
1981,2,5,5,0.2,2,7,2.72,1,2,3,734.094874051873,0,0,734.094874051873,1
1982,1,1,3,0.42,2,6,1.7,1,1,1,551.694874051873,1,392.035336608576,943.730210660449,1
1983,1,4,5,0.32,2,4,1.62,1,2,4,834.694874051873,0,0,834.694874051873,1
1984,2,5,6,0.38,1,5,3.43,1,1,3,957.994874051873,0,0,957.994874051873,1
1985,1,2,1,0.72,1,7,0.65,1,2,2,398.194874051873,1,196.278971985847,594.47384603772,1
1986,1,3,6,0.23,2,3,0.85,0,2,3,814.494874051873,1,28.6485819975075,843.14345604938,1
1987,2,3,0,0.96,2,5,4.14,0,1,3,333.894874051873,1,165.329574125179,499.224448177052,1
1988,1,4,1,0.31,2,7,3.67,0,1,3,340.894874051873,1,149.608453707232,490.503327759105,1
1989,2,3,1,0.01,2,6,4.67,0,1,3,351.894874051873,0,0,351.894874051873,0
1990,1,5,2,0.65,1,3,2.1,1,2,3,516.594874051873,0,0,516.594874051873,1
1991,2,4,4,0.57,1,5,2.34,1,2,3,748.194874051873,1,134.069687302774,882.264561354647,1
1992,2,3,7,0.74,2,2,3.29,1,1,2,1012.79487405187,0,0,1012.79487405187,1
1993,2,4,1,0.61,2,4,3.56,1,1,4,459.394874051873,0,0,459.394874051873,1
1994,2,4,2,0.39,1,2,1.43,0,1,3,454.294874051873,0,0,454.294874051873,1
